FIPS,POPCENSUS2010,POPESTIMATE2019,STATE,COUNTY
39013,70400,67006,Ohio,Belmont County
39015,44846,43432,Ohio,Brown County
39017,368130,383134,Ohio,Butler County
39019,28836,26914,Ohio,Carroll County
39021,40097,38885,Ohio,Champaign County
39023,138333,134083,Ohio,Clark County
39025,197363,206428,Ohio,Clermont County
39027,42040,41968,Ohio,Clinton County
39029,107841,101883,Ohio,Columbiana County
39031,36901,36600,Ohio,Coshocton County
39033,43784,41494,Ohio,Crawford County
39035,1280122,1235072,Ohio,Cuyahoga County
39037,52959,51113,Ohio,Darke County
39039,39037,38087,Ohio,Defiance County
39041,174214,209177,Ohio,Delaware County
39043,77079,74266,Ohio,Erie County
39045,146156,157574,Ohio,Fairfield County
39047,29030,28525,Ohio,Fayette County
39049,1163414,1316756,Ohio,Franklin County
39051,42698,42126,Ohio,Fulton County
39053,30934,29898,Ohio,Gallia County
39055,93389,93649,Ohio,Geauga County
39057,161573,168937,Ohio,Greene County
39059,40087,38875,Ohio,Guernsey County
39061,802374,817473,Ohio,Hamilton County
39063,74782,75783,Ohio,Hancock County
39065,32058,31365,Ohio,Hardin County
39067,15864,15040,Ohio,Harrison County
39069,28215,27006,Ohio,Henry County
39071,43589,43161,Ohio,Highland County
39073,29380,28264,Ohio,Hocking County
39075,42366,43960,Ohio,Holmes County
39077,59626,58266,Ohio,Huron County
39079,33225,32413,Ohio,Jackson County
39081,69709,65325,Ohio,Jefferson County
39083,60921,62322,Ohio,Knox County
39085,230041,230149,Ohio,Lake County
39087,62450,59463,Ohio,Lawrence County
39089,166492,176862,Ohio,Licking County
39091,45858,45672,Ohio,Logan County
39093,301356,309833,Ohio,Lorain County
39095,441815,428348,Ohio,Lucas County
39097,43435,44731,Ohio,Madison County
39099,238823,228683,Ohio,Mahoning County
39101,66501,65093,Ohio,Marion County
39103,172332,179746,Ohio,Medina County
39105,23770,22907,Ohio,Meigs County
39107,40814,41172,Ohio,Mercer County
39109,102506,106987,Ohio,Miami County
39111,14642,13654,Ohio,Monroe County
39113,535153,531687,Ohio,Montgomery County
39115,15054,14508,Ohio,Morgan County
39117,34827,35328,Ohio,Morrow County
39119,86074,86215,Ohio,Muskingum County
39121,14645,14424,Ohio,Noble County
39123,41428,40525,Ohio,Ottawa County
39125,19614,18672,Ohio,Paulding County
39127,36058,36134,Ohio,Perry County
39129,55698,58457,Ohio,Pickaway County
39131,28709,27772,Ohio,Pike County
39133,161419,162466,Ohio,Portage County
39135,42270,40882,Ohio,Preble County
39137,34499,33861,Ohio,Putnam County
39139,124475,121154,Ohio,Richland County
39141,78064,76666,Ohio,Ross County
39143,60944,58518,Ohio,Sandusky County
39145,79499,75314,Ohio,Scioto County
39147,56745,55178,Ohio,Seneca County
39149,49423,48590,Ohio,Shelby County
39151,375586,370606,Ohio,Stark County
39153,541781,541013,Ohio,Summit County
39155,210312,197974,Ohio,Trumbull County
39157,92582,91987,Ohio,Tuscarawas County
39159,52300,58988,Ohio,Union County
39161,28744,28275,Ohio,Van Wert County
39163,13435,13085,Ohio,Vinton County
39165,212693,234602,Ohio,Warren County
39167,61778,59911,Ohio,Washington County
39169,114520,115710,Ohio,Wayne County
39171,37642,36692,Ohio,Williams County
39173,125488,130817,Ohio,Wood County
39175,22615,21772,Ohio,Wyandot County
40001,22683,22194,Oklahoma,Adair County
40003,5642,5702,Oklahoma,Alfalfa County
40005,14182,13758,Oklahoma,Atoka County
40007,5636,5311,Oklahoma,Beaver County
40009,22119,21859,Oklahoma,Beckham County
40011,11943,9429,Oklahoma,Blaine County
40013,42416,47995,Oklahoma,Bryan County
40015,29600,28762,Oklahoma,Caddo County
40017,115541,148306,Oklahoma,Canadian County
40019,47557,48111,Oklahoma,Carter County
40021,46987,48657,Oklahoma,Cherokee County
40023,15205,14672,Oklahoma,Choctaw County
40025,2475,2137,Oklahoma,Cimarron County
40027,255755,284014,Oklahoma,Cleveland County
40029,5925,5495,Oklahoma,Coal County
40031,124098,120749,Oklahoma,Comanche County
40033,6193,5666,Oklahoma,Cotton County
40035,15029,14142,Oklahoma,Craig County
40037,69967,71522,Oklahoma,Creek County
40039,27469,29003,Oklahoma,Custer County
40041,41487,43009,Oklahoma,Delaware County
40043,4810,4891,Oklahoma,Dewey County
40045,4151,3859,Oklahoma,Ellis County
40047,60580,61056,Oklahoma,Garfield County
40049,27576,27711,Oklahoma,Garvin County
40051,52431,55834,Oklahoma,Grady County
40053,4527,4333,Oklahoma,Grant County
40055,6239,5712,Oklahoma,Greer County
40057,2922,2653,Oklahoma,Harmon County
40059,3685,3688,Oklahoma,Harper County
40061,12769,12627,Oklahoma,Haskell County
40063,14003,13279,Oklahoma,Hughes County
40065,26446,24530,Oklahoma,Jackson County
40067,6472,6002,Oklahoma,Jefferson County
40069,10957,11085,Oklahoma,Johnston County
40071,46562,43538,Oklahoma,Kay County
40073,15034,15765,Oklahoma,Kingfisher County
40075,9446,8708,Oklahoma,Kiowa County
40077,11154,10073,Oklahoma,Latimer County
40079,50384,49853,Oklahoma,Le Flore County
40081,34273,34877,Oklahoma,Lincoln County
40083,41848,48011,Oklahoma,Logan County
40085,9423,10253,Oklahoma,Love County
40087,34506,40474,Oklahoma,McClain County
40089,33151,32832,Oklahoma,McCurtain County
40091,20252,19596,Oklahoma,McIntosh County
40093,7527,7629,Oklahoma,Major County
40095,15840,16931,Oklahoma,Marshall County
40097,41259,41100,Oklahoma,Mayes County
40099,13488,14073,Oklahoma,Murray County
40101,70990,67997,Oklahoma,Muskogee County
40103,11561,11131,Oklahoma,Noble County
40105,10536,10076,Oklahoma,Nowata County
40107,12191,11993,Oklahoma,Okfuskee County
40109,718633,797434,Oklahoma,Oklahoma County
40111,40069,38465,Oklahoma,Okmulgee County
40113,47472,46963,Oklahoma,Osage County
40115,31848,31127,Oklahoma,Ottawa County
40117,16577,16376,Oklahoma,Pawnee County
40119,77350,81784,Oklahoma,Payne County
40121,45837,43654,Oklahoma,Pittsburg County
40123,37492,38284,Oklahoma,Pontotoc County
40125,69442,72592,Oklahoma,Pottawatomie County
40127,11572,11096,Oklahoma,Pushmataha County
40129,3647,3583,Oklahoma,Roger Mills County
40131,86905,92459,Oklahoma,Rogers County
40133,25482,24258,Oklahoma,Seminole County
40135,42391,41569,Oklahoma,Sequoyah County
40137,45048,43143,Oklahoma,Stephens County
40139,20640,19983,Oklahoma,Texas County
40141,7992,7250,Oklahoma,Tillman County
40143,603403,651552,Oklahoma,Tulsa County
40145,73085,81289,Oklahoma,Wagoner County
40147,50976,51527,Oklahoma,Washington County
40149,11629,10916,Oklahoma,Washita County
40151,8878,8793,Oklahoma,Woods County
40153,20081,20211,Oklahoma,Woodward County
41001,16134,16124,Oregon,Baker County
41003,85579,93053,Oregon,Benton County
41005,375992,418187,Oregon,Clackamas County
41007,37039,40224,Oregon,Clatsop County
41009,49351,52354,Oregon,Columbia County
41011,63043,64487,Oregon,Coos County
41013,20978,24404,Oregon,Crook County
41015,22364,22925,Oregon,Curry County
41017,157733,197692,Oregon,Deschutes County
41019,107667,110980,Oregon,Douglas County
41021,1871,1912,Oregon,Gilliam County
41023,7445,7199,Oregon,Grant County
41025,7422,7393,Oregon,Harney County
41027,22346,23382,Oregon,Hood River County
41029,203206,220944,Oregon,Jackson County
41031,21720,24658,Oregon,Jefferson County
41033,82713,87487,Oregon,Josephine County
41035,66380,68238,Oregon,Klamath County
41037,7895,7869,Oregon,Lake County
41039,351715,382067,Oregon,Lane County
41041,46034,49962,Oregon,Lincoln County
41043,116672,129749,Oregon,Linn County
41045,31313,30571,Oregon,Malheur County
41047,315335,347818,Oregon,Marion County
41049,11173,11603,Oregon,Morrow County
41051,735334,812855,Oregon,Multnomah County
41053,75403,86085,Oregon,Polk County
41055,1765,1780,Oregon,Sherman County
41057,25250,27036,Oregon,Tillamook County
41059,75889,77950,Oregon,Umatilla County
41061,25748,26835,Oregon,Union County
41063,7008,7208,Oregon,Wallowa County
41065,25213,26682,Oregon,Wasco County
41067,529710,601592,Oregon,Washington County
41069,1441,1332,Oregon,Wheeler County
41071,99193,107100,Oregon,Yamhill County
42001,101407,103009,Pennsylvania,Adams County
42003,1223348,1216045,Pennsylvania,Allegheny County
42005,68941,64735,Pennsylvania,Armstrong County
42007,170539,163929,Pennsylvania,Beaver County
42009,49762,47888,Pennsylvania,Bedford County
42011,411442,421164,Pennsylvania,Berks County
42013,127089,121829,Pennsylvania,Blair County
42015,62622,60323,Pennsylvania,Bradford County
42017,625249,628270,Pennsylvania,Bucks County
42019,183862,187853,Pennsylvania,Butler County
42021,143679,130192,Pennsylvania,Cambria County
42023,5085,4447,Pennsylvania,Cameron County
42025,65249,64182,Pennsylvania,Carbon County
42027,153990,162385,Pennsylvania,Centre County
42029,498886,524989,Pennsylvania,Chester County
42031,39988,38438,Pennsylvania,Clarion County
42033,81642,79255,Pennsylvania,Clearfield County
42035,39238,38632,Pennsylvania,Clinton County
42037,67295,64964,Pennsylvania,Columbia County
42039,88765,84629,Pennsylvania,Crawford County
42041,235406,253370,Pennsylvania,Cumberland County
42043,268100,278299,Pennsylvania,Dauphin County
42045,558979,566747,Pennsylvania,Delaware County
42047,31946,29910,Pennsylvania,Elk County
42049,280566,269728,Pennsylvania,Erie County
42051,136606,129274,Pennsylvania,Fayette County
42053,7716,7247,Pennsylvania,Forest County
42055,149618,155027,Pennsylvania,Franklin County
42057,14845,14530,Pennsylvania,Fulton County
42059,38686,36233,Pennsylvania,Greene County
42061,45913,45144,Pennsylvania,Huntingdon County
42063,88880,84073,Pennsylvania,Indiana County
42065,45200,43425,Pennsylvania,Jefferson County
42067,24636,24763,Pennsylvania,Juniata County
42069,214437,209674,Pennsylvania,Lackawanna County
42071,519445,545724,Pennsylvania,Lancaster County
42073,91108,85512,Pennsylvania,Lawrence County
42075,133568,141793,Pennsylvania,Lebanon County
42077,349497,369318,Pennsylvania,Lehigh County
42079,320918,317417,Pennsylvania,Luzerne County
42081,116111,113299,Pennsylvania,Lycoming County
42083,43450,40625,Pennsylvania,McKean County
42085,116638,109424,Pennsylvania,Mercer County
42087,46682,46138,Pennsylvania,Mifflin County
42089,169842,170271,Pennsylvania,Monroe County
42091,799874,830915,Pennsylvania,Montgomery County
42093,18267,18230,Pennsylvania,Montour County
42095,297735,305285,Pennsylvania,Northampton County
42097,94528,90843,Pennsylvania,Northumberland County
42099,45969,46272,Pennsylvania,Perry County
42101,1526006,1584064,Pennsylvania,Philadelphia County
42103,57369,55809,Pennsylvania,Pike County
42105,17457,16526,Pennsylvania,Potter County
42107,148289,141359,Pennsylvania,Schuylkill County
42109,39702,40372,Pennsylvania,Snyder County
42111,77742,73447,Pennsylvania,Somerset County
42113,6428,6066,Pennsylvania,Sullivan County
42115,43356,40328,Pennsylvania,Susquehanna County
42117,41981,40591,Pennsylvania,Tioga County
42119,44947,44923,Pennsylvania,Union County
42121,54984,50668,Pennsylvania,Venango County
42123,41815,39191,Pennsylvania,Warren County
42125,207820,206865,Pennsylvania,Washington County
42127,52822,51361,Pennsylvania,Wayne County
42129,365169,348899,Pennsylvania,Westmoreland County
42131,28276,26794,Pennsylvania,Wyoming County
42133,434972,449058,Pennsylvania,York County
44001,49875,48479,Rhode Island,Bristol County
44003,166158,164292,Rhode Island,Kent County
44005,82888,82082,Rhode Island,Newport County
44007,626667,638931,Rhode Island,Providence County
44009,126979,125577,Rhode Island,Washington County
45001,25417,24527,South Carolina,Abbeville County
45003,160099,170872,South Carolina,Aiken County
45005,10419,8688,South Carolina,Allendale County
45007,187126,202558,South Carolina,Anderson County
45009,15987,14066,South Carolina,Bamberg County
45011,22621,20866,South Carolina,Barnwell County
45013,162233,192122,South Carolina,Beaufort County
45015,177843,227907,South Carolina,Berkeley County
45017,15175,14553,South Carolina,Calhoun County
45019,350209,411406,South Carolina,Charleston County
45021,55342,57300,South Carolina,Cherokee County
45023,33140,32244,South Carolina,Chester County
45025,46734,45650,South Carolina,Chesterfield County
45027,34971,33745,South Carolina,Clarendon County
45029,38892,37677,South Carolina,Colleton County
45031,68681,66618,South Carolina,Darlington County
45033,32062,30479,South Carolina,Dillon County
45035,136555,162809,South Carolina,Dorchester County
45037,26985,27260,South Carolina,Edgefield County
45039,23956,22347,South Carolina,Fairfield County
45041,136885,138293,South Carolina,Florence County
45043,60158,62680,South Carolina,Georgetown County
45045,451225,523542,South Carolina,Greenville County
45047,69661,70811,South Carolina,Greenwood County
45049,21090,19222,South Carolina,Hampton County
45051,269291,354081,South Carolina,Horry County
45053,24777,30073,South Carolina,Jasper County
45055,61697,66551,South Carolina,Kershaw County
45057,76652,98012,South Carolina,Lancaster County
45059,66537,67493,South Carolina,Laurens County
45061,19220,16828,South Carolina,Lee County
45063,262391,298750,South Carolina,Lexington County
45065,10233,9463,South Carolina,McCormick County
45067,33062,30657,South Carolina,Marion County
45069,28933,26118,South Carolina,Marlboro County
45071,37508,38440,South Carolina,Newberry County
45073,74273,79546,South Carolina,Oconee County
45075,92501,86175,South Carolina,Orangeburg County
45077,119224,126884,South Carolina,Pickens County
45079,384504,415759,South Carolina,Richland County
45081,19875,20473,South Carolina,Saluda County
45083,284307,319785,South Carolina,Spartanburg County
45085,107456,106721,South Carolina,Sumter County
45087,28961,27316,South Carolina,Union County
45089,34423,30368,South Carolina,Williamsburg County
45091,226073,280979,South Carolina,York County
46003,2710,2751,South Dakota,Aurora County
46005,17398,18453,South Dakota,Beadle County
46007,3431,3365,South Dakota,Bennett County
46009,7070,6901,South Dakota,Bon Homme County
46011,31965,35077,South Dakota,Brookings County
46013,36531,38839,South Dakota,Brown County
46015,5255,5297,South Dakota,Brule County
46017,1912,1962,South Dakota,Buffalo County
46019,10110,10429,South Dakota,Butte County
46021,1466,1376,South Dakota,Campbell County
46023,9129,9292,South Dakota,Charles Mix County
46025,3691,3736,South Dakota,Clark County
46027,13864,14070,South Dakota,Clay County
46029,27227,28009,South Dakota,Codington County
46031,4050,4086,South Dakota,Corson County
46033,8216,8972,South Dakota,Custer County
46035,19504,19775,South Dakota,Davison County
46037,5710,5424,South Dakota,Day County
46039,4364,4351,South Dakota,Deuel County
46041,5301,5892,South Dakota,Dewey County
46043,3002,2921,South Dakota,Douglas County
46045,4071,3829,South Dakota,Edmunds County
46047,7094,6713,South Dakota,Fall River County
46049,2364,2299,South Dakota,Faulk County
46051,7356,7052,South Dakota,Grant County
46053,4271,4185,South Dakota,Gregory County
46055,1937,1899,South Dakota,Haakon County
46057,5903,6164,South Dakota,Hamlin County
46059,3431,3191,South Dakota,Hand County
46061,3331,3453,South Dakota,Hanson County
46063,1255,1298,South Dakota,Harding County
46065,17022,17526,South Dakota,Hughes County
46067,7343,7291,South Dakota,Hutchinson County
46069,1420,1301,South Dakota,Hyde County
46071,3031,3344,South Dakota,Jackson County
46073,2071,2013,South Dakota,Jerauld County
46075,1006,903,South Dakota,Jones County
46077,5148,4939,South Dakota,Kingsbury County
46079,11200,12797,South Dakota,Lake County
46081,24097,25844,South Dakota,Lawrence County
46083,44828,61128,South Dakota,Lincoln County
46085,3755,3781,South Dakota,Lyman County
46087,5618,5586,South Dakota,McCook County
46089,2459,2379,South Dakota,McPherson County
46091,4656,4935,South Dakota,Marshall County
46093,25434,28332,South Dakota,Meade County
46095,2048,2061,South Dakota,Mellette County
46097,2389,2216,South Dakota,Miner County
46099,169468,193134,South Dakota,Minnehaha County
46101,6486,6576,South Dakota,Moody County
46102,13586,14177,South Dakota,Oglala Lakota County
46103,100948,113775,South Dakota,Pennington County
46105,2982,2865,South Dakota,Perkins County
46107,2329,2153,South Dakota,Potter County
46109,10149,10394,South Dakota,Roberts County
46111,2355,2344,South Dakota,Sanborn County
46115,6415,6376,South Dakota,Spink County
46117,2966,3098,South Dakota,Stanley County
46119,1373,1391,South Dakota,Sully County
46121,9612,10177,South Dakota,Todd County
46123,5644,5441,South Dakota,Tripp County
46125,8347,8384,South Dakota,Turner County
46127,14399,15932,South Dakota,Union County
46129,5438,5435,South Dakota,Walworth County
46135,22438,22814,South Dakota,Yankton County
46137,2801,2756,South Dakota,Ziebach County
47001,75129,76978,Tennessee,Anderson County
47003,45058,49713,Tennessee,Bedford County
47005,16489,16160,Tennessee,Benton County
47007,12876,15064,Tennessee,Bledsoe County
47009,123010,133088,Tennessee,Blount County
47011,98963,108110,Tennessee,Bradley County
47013,40716,39842,Tennessee,Campbell County
47015,13801,14678,Tennessee,Cannon County
47017,28522,27767,Tennessee,Carroll County
47019,57424,56391,Tennessee,Carter County
47021,39105,40667,Tennessee,Cheatham County
47023,17131,17297,Tennessee,Chester County
47025,32213,31959,Tennessee,Claiborne County
47027,7861,7615,Tennessee,Clay County
47029,35662,36004,Tennessee,Cocke County
47031,52796,56520,Tennessee,Coffee County
47033,14586,14230,Tennessee,Crockett County
47035,56053,60520,Tennessee,Cumberland County
47037,626681,694144,Tennessee,Davidson County
47039,11757,11663,Tennessee,Decatur County
47041,18723,20490,Tennessee,DeKalb County
47043,49666,53948,Tennessee,Dickson County
47045,38335,37159,Tennessee,Dyer County
47047,38413,41133,Tennessee,Fayette County
47049,17959,18523,Tennessee,Fentress County
47051,41052,42208,Tennessee,Franklin County
47053,49683,49133,Tennessee,Gibson County
47055,29485,29464,Tennessee,Giles County
47057,22657,23320,Tennessee,Grainger County
47059,68831,69069,Tennessee,Greene County
47061,13703,13427,Tennessee,Grundy County
47063,62544,64934,Tennessee,Hamblen County
47065,336463,367804,Tennessee,Hamilton County
47067,6819,6620,Tennessee,Hancock County
47069,27253,25050,Tennessee,Hardeman County
47071,26026,25652,Tennessee,Hardin County
47073,56833,56786,Tennessee,Hawkins County
47075,18787,17304,Tennessee,Haywood County
47077,27769,28117,Tennessee,Henderson County
47079,32330,32345,Tennessee,Henry County
47081,24690,25178,Tennessee,Hickman County
47083,8426,8201,Tennessee,Houston County
47085,18538,18582,Tennessee,Humphreys County
47087,11638,11786,Tennessee,Jackson County
47089,51407,54495,Tennessee,Jefferson County
47091,18244,17788,Tennessee,Johnson County
47093,432226,470313,Tennessee,Knox County
47095,7832,7016,Tennessee,Lake County
47097,27815,25633,Tennessee,Lauderdale County
47099,41869,44142,Tennessee,Lawrence County
47101,12161,12268,Tennessee,Lewis County
47103,33361,34366,Tennessee,Lincoln County
47105,48556,54068,Tennessee,Loudon County
47107,52266,53794,Tennessee,McMinn County
47109,26075,25694,Tennessee,McNairy County
47111,22248,24602,Tennessee,Macon County
47113,98294,97984,Tennessee,Madison County
47115,28237,28907,Tennessee,Marion County
47117,30617,34375,Tennessee,Marshall County
47119,80956,96387,Tennessee,Maury County
47121,11753,12422,Tennessee,Meigs County
47123,44519,46545,Tennessee,Monroe County
47125,172331,208993,Tennessee,Montgomery County
47127,6362,6488,Tennessee,Moore County
47129,21987,21403,Tennessee,Morgan County
47131,31807,30069,Tennessee,Obion County
47133,22083,22241,Tennessee,Overton County
47135,7915,8076,Tennessee,Perry County
47137,5077,5048,Tennessee,Pickett County
47139,16825,16832,Tennessee,Polk County
47141,72321,80245,Tennessee,Putnam County
47143,31809,33167,Tennessee,Rhea County
47145,54181,53382,Tennessee,Roane County
47147,66283,71813,Tennessee,Robertson County
47149,262604,332285,Tennessee,Rutherford County
47151,22228,22068,Tennessee,Scott County
47153,14112,15026,Tennessee,Sequatchie County
47155,89889,98250,Tennessee,Sevier County
47157,927644,937166,Tennessee,Shelby County
47159,19166,20157,Tennessee,Smith County
47161,13324,13715,Tennessee,Stewart County
47163,156823,158348,Tennessee,Sullivan County
47165,160645,191283,Tennessee,Sumner County
47167,61081,61599,Tennessee,Tipton County
47169,7870,11284,Tennessee,Trousdale County
47171,18313,17883,Tennessee,Unicoi County
47173,19109,19972,Tennessee,Union County
47175,5548,5872,Tennessee,Van Buren County
47177,39839,41277,Tennessee,Warren County
47179,122979,129375,Tennessee,Washington County
47181,17021,16673,Tennessee,Wayne County
47183,35021,33328,Tennessee,Weakley County
47185,25841,27345,Tennessee,White County
47187,183182,238412,Tennessee,Williamson County
47189,113993,144657,Tennessee,Wilson County
48001,58458,57735,Texas,Anderson County
48003,14786,18705,Texas,Andrews County
48005,86771,86715,Texas,Angelina County
48007,23158,23510,Texas,Aransas County
48009,9054,8553,Texas,Archer County
48011,1901,1887,Texas,Armstrong County
48013,44911,51153,Texas,Atascosa County
48015,28417,30032,Texas,Austin County
48017,7165,7000,Texas,Bailey County
48019,20485,23112,Texas,Bandera County
48021,74171,88723,Texas,Bastrop County
48023,3726,3509,Texas,Baylor County
48025,31861,32565,Texas,Bee County
48027,310235,362924,Texas,Bell County
48029,1714773,2003554,Texas,Bexar County
48031,10497,11931,Texas,Blanco County
48033,641,654,Texas,Borden County
48035,18212,18685,Texas,Bosque County
48037,92565,93245,Texas,Bowie County
48039,313166,374264,Texas,Brazoria County
48041,194851,229211,Texas,Brazos County
48043,9232,9203,Texas,Brewster County
48045,1637,1546,Texas,Briscoe County
48047,7223,7093,Texas,Brooks County
48049,38106,37864,Texas,Brown County
48051,17187,18443,Texas,Burleson County
48053,42750,48155,Texas,Burnet County
48055,38066,43664,Texas,Caldwell County
48057,21381,21290,Texas,Calhoun County
48059,13544,13943,Texas,Callahan County
48061,406220,423163,Texas,Cameron County
48063,12401,13094,Texas,Camp County
48065,6182,5926,Texas,Carson County
48067,30464,30026,Texas,Cass County
48069,8062,7530,Texas,Castro County
48071,35096,43837,Texas,Chambers County
48073,50845,52646,Texas,Cherokee County
48075,7041,7306,Texas,Childress County
48077,10752,10471,Texas,Clay County
48079,3127,2853,Texas,Cochran County
48081,3320,3387,Texas,Coke County
48083,8895,8175,Texas,Coleman County
48085,782341,1034730,Texas,Collin County
48087,3057,2920,Texas,Collingsworth County
48089,20874,21493,Texas,Colorado County
48091,108472,156209,Texas,Comal County
48093,13974,13635,Texas,Comanche County
48095,4087,2726,Texas,Concho County
48097,38437,41257,Texas,Cooke County
48099,75388,75951,Texas,Coryell County
48101,1505,1398,Texas,Cottle County
48103,4375,4797,Texas,Crane County
48105,3719,3464,Texas,Crockett County
48107,6059,5737,Texas,Crosby County
48109,2398,2171,Texas,Culberson County
48111,6703,7287,Texas,Dallam County
48113,2368139,2635516,Texas,Dallas County
48115,13833,12728,Texas,Dawson County
48117,19372,18546,Texas,Deaf Smith County
48119,5231,5331,Texas,Delta County
48121,662614,887207,Texas,Denton County
48123,20097,20160,Texas,DeWitt County
48125,2444,2211,Texas,Dickens County
48127,9996,10124,Texas,Dimmit County
48129,3677,3278,Texas,Donley County
48131,11782,11157,Texas,Duval County
48133,18583,18360,Texas,Eastland County
48135,137130,166223,Texas,Ector County
48137,2002,1932,Texas,Edwards County
48139,149610,184826,Texas,Ellis County
48141,800647,839238,Texas,El Paso County
48143,37890,42698,Texas,Erath County
48145,17866,17297,Texas,Falls County
48147,33915,35514,Texas,Fannin County
48149,24554,25346,Texas,Fayette County
48151,3974,3830,Texas,Fisher County
48153,6446,5712,Texas,Floyd County
48155,1336,1155,Texas,Foard County
48157,585375,811688,Texas,Fort Bend County
48159,10605,10725,Texas,Franklin County
48161,19816,19717,Texas,Freestone County
48163,17217,20306,Texas,Frio County
48165,17526,21492,Texas,Gaines County
48167,291309,342139,Texas,Galveston County
48169,6461,6229,Texas,Garza County
48171,24837,26988,Texas,Gillespie County
48173,1226,1409,Texas,Glasscock County
48175,7210,7658,Texas,Goliad County
48177,19807,20837,Texas,Gonzales County
48179,22535,21886,Texas,Gray County
48181,120877,136212,Texas,Grayson County
48183,121730,123945,Texas,Gregg County
48185,26604,28880,Texas,Grimes County
48187,131533,166847,Texas,Guadalupe County
48189,36273,33406,Texas,Hale County
48191,3353,2964,Texas,Hall County
48193,8517,8461,Texas,Hamilton County
48195,5613,5399,Texas,Hansford County
48197,4139,3933,Texas,Hardeman County
48199,54635,57602,Texas,Hardin County
48201,4092459,4713325,Texas,Harris County
48203,65631,66553,Texas,Harrison County
48205,6062,5576,Texas,Hartley County
48207,5899,5658,Texas,Haskell County
48209,157107,230191,Texas,Hays County
48211,3807,3819,Texas,Hemphill County
48213,78532,82737,Texas,Henderson County
48215,774769,868707,Texas,Hidalgo County
48217,35089,36649,Texas,Hill County
48219,22935,23021,Texas,Hockley County
48221,51182,61643,Texas,Hood County
48223,35161,37084,Texas,Hopkins County
48225,23732,22968,Texas,Houston County
48227,35012,36664,Texas,Howard County
48229,3476,4886,Texas,Hudspeth County
48231,86129,98594,Texas,Hunt County
48233,22150,20938,Texas,Hutchinson County
48235,1599,1536,Texas,Irion County
48237,9044,8935,Texas,Jack County
48239,14075,14760,Texas,Jackson County
48241,35710,35529,Texas,Jasper County
48243,2342,2274,Texas,Jeff Davis County
48245,252273,251565,Texas,Jefferson County
48247,5300,5200,Texas,Jim Hogg County
48249,40838,40482,Texas,Jim Wells County
48251,150934,175817,Texas,Johnson County
48253,20202,20083,Texas,Jones County
48255,14824,15601,Texas,Karnes County
48257,103350,136154,Texas,Kaufman County
48259,33410,47431,Texas,Kendall County
48261,416,404,Texas,Kenedy County
48263,808,762,Texas,Kent County
48265,49625,52600,Texas,Kerr County
48267,4607,4337,Texas,Kimble County
48269,286,272,Texas,King County
48271,3598,3667,Texas,Kinney County
48273,32061,30680,Texas,Kleberg County
48275,3719,3664,Texas,Knox County
48277,49793,49859,Texas,Lamar County
48279,13977,12893,Texas,Lamb County
48281,19677,21428,Texas,Lampasas County
48283,6886,7520,Texas,La Salle County
48285,19263,20154,Texas,Lavaca County
48287,16612,17239,Texas,Lee County
48289,16801,17404,Texas,Leon County
48291,75643,88219,Texas,Liberty County
48293,23384,23437,Texas,Limestone County
48295,3302,3233,Texas,Lipscomb County
48297,11531,12207,Texas,Live Oak County
48299,19301,21795,Texas,Llano County
48301,82,169,Texas,Loving County
48303,278831,310569,Texas,Lubbock County
48305,5915,5951,Texas,Lynn County
48307,8283,7984,Texas,McCulloch County
48309,234906,256623,Texas,McLennan County
48311,707,743,Texas,McMullen County
48313,13664,14284,Texas,Madison County
48315,10546,9854,Texas,Marion County
48317,4799,5771,Texas,Martin County
48319,4012,4274,Texas,Mason County
48321,36702,36643,Texas,Matagorda County
48323,54258,58722,Texas,Maverick County
48325,46006,51584,Texas,Medina County
48327,2242,2138,Texas,Menard County
48329,136872,176832,Texas,Midland County
48331,24757,24823,Texas,Milam County
48333,4936,4873,Texas,Mills County
48335,9403,8545,Texas,Mitchell County
48337,19719,19818,Texas,Montague County
48339,455746,607391,Texas,Montgomery County
48341,21904,20940,Texas,Moore County
48343,12934,12388,Texas,Morris County
48345,1210,1200,Texas,Motley County
48347,64524,65204,Texas,Nacogdoches County
48349,47735,50113,Texas,Navarro County
48351,14445,13595,Texas,Newton County
48353,15216,14714,Texas,Nolan County
48355,340223,362294,Texas,Nueces County
48357,10223,9836,Texas,Ochiltree County
48359,2052,2112,Texas,Oldham County
48361,81837,83396,Texas,Orange County
48363,28111,29189,Texas,Palo Pinto County
48365,23796,23194,Texas,Panola County
48367,116927,142878,Texas,Parker County
48369,10269,9605,Texas,Parmer County
48371,15507,15823,Texas,Pecos County
48373,45413,51353,Texas,Polk County
48375,121073,117415,Texas,Potter County
48377,7818,6704,Texas,Presidio County
48379,10914,12514,Texas,Rains County
48381,120725,137713,Texas,Randall County
48383,3367,3849,Texas,Reagan County
48385,3309,3452,Texas,Real County
48387,12860,12023,Texas,Red River County
48389,13783,15976,Texas,Reeves County
48391,7383,6948,Texas,Refugio County
48393,929,854,Texas,Roberts County
48395,16622,17074,Texas,Robertson County
48397,78337,104915,Texas,Rockwall County
48399,10501,10264,Texas,Runnels County
48401,53330,54406,Texas,Rusk County
48403,10834,10542,Texas,Sabine County
48405,8865,8237,Texas,San Augustine County
48407,26384,28859,Texas,San Jacinto County
48409,64804,66730,Texas,San Patricio County
