FIPS,County,State,Population,Population Density
20027,Clay County,Kansas,8002,4.787849
20029,Cloud County,Kansas,8786,4.742200
20031,Coffey County,Kansas,8179,5.037497
20033,Comanche County,Kansas,1700,0.832647
20035,Cowley County,Kansas,34908,11.972638
20037,Crawford County,Kansas,38818,25.412796
20039,Decatur County,Kansas,2827,1.221589
20041,Dickinson County,Kansas,18466,8.416996
20043,Doniphan County,Kansas,7600,7.457519
20045,Douglas County,Kansas,122259,103.574001
20047,Edwards County,Kansas,2798,1.737134
20049,Elk County,Kansas,2530,1.516208
20051,Ellis County,Kansas,28553,12.250498
20053,Ellsworth County,Kansas,6102,3.292450
20055,Finney County,Kansas,36467,10.814144
20057,Ford County,Kansas,33619,11.818915
20059,Franklin County,Kansas,25544,17.249489
20061,Geary County,Kansas,31670,31.788499
20063,Gove County,Kansas,2636,0.949704
20065,Graham County,Kansas,2482,1.066530
20067,Grant County,Kansas,7150,4.802700
20069,Gray County,Kansas,5988,2.660912
20071,Greeley County,Kansas,1232,0.611094
20073,Greenwood County,Kansas,5982,2.020165
20075,Hamilton County,Kansas,2539,0.983743
20077,Harper County,Kansas,5436,2.619393
20079,Harvey County,Kansas,34429,24.628009
20081,Haskell County,Kansas,3968,2.652814
20083,Hodgeman County,Kansas,1794,0.805435
20085,Jackson County,Kansas,13171,7.749469
20087,Jefferson County,Kansas,19043,13.805675
20089,Jewell County,Kansas,2879,1.221565
20091,Johnson County,Kansas,602401,491.095421
20093,Kearny County,Kansas,3838,1.702225
20095,Kingman County,Kansas,7152,3.198426
20097,Kiowa County,Kansas,2475,1.322378
20099,Labette County,Kansas,19618,11.736339
20101,Lane County,Kansas,1535,0.826121
20103,Leavenworth County,Kansas,81758,68.119542
20105,Lincoln County,Kansas,2962,1.589715
20107,Linn County,Kansas,9703,6.306125
20109,Logan County,Kansas,2794,1.005383
20111,Lyon County,Kansas,33195,15.123107
20113,McPherson County,Kansas,28542,12.267987
20115,Marion County,Kansas,11884,4.859095
20117,Marshall County,Kansas,9707,4.163518
20119,Meade County,Kansas,4033,1.592043
20121,Miami County,Kansas,34237,22.954450
20123,Mitchell County,Kansas,5979,3.289443
20125,Montgomery County,Kansas,31829,19.094726
20127,Morris County,Kansas,5620,3.120611
20129,Morton County,Kansas,2587,1.368787
20131,Nemaha County,Kansas,10231,5.506079
20133,Neosho County,Kansas,16007,10.814728
20135,Ness County,Kansas,2750,0.987943
20137,Norton County,Kansas,5361,2.357393
20139,Osage County,Kansas,15949,8.728401
20141,Osborne County,Kansas,3421,1.479924
20143,Ottawa County,Kansas,5704,3.055687
20145,Pawnee County,Kansas,6414,3.283284
20147,Phillips County,Kansas,5234,2.281211
20149,Pottawatomie County,Kansas,24383,11.197067
20151,Pratt County,Kansas,9164,4.813680
20153,Rawlins County,Kansas,2530,0.913431
20155,Reno County,Kansas,61998,19.065826
20157,Republic County,Kansas,4636,2.495158
20159,Rice County,Kansas,9537,5.070348
20161,Riley County,Kansas,74232,47.007025
20163,Rooks County,Kansas,4920,2.133144
20165,Rush County,Kansas,3036,1.633138
20167,Russell County,Kansas,6856,2.986840
20169,Saline County,Kansas,54224,29.068014
20171,Scott County,Kansas,4823,2.595052
20173,Sedgwick County,Kansas,516042,199.747667
20175,Seward County,Kansas,21428,12.934198
20177,Shawnee County,Kansas,176875,125.533513
20179,Sheridan County,Kansas,2521,1.086395
20181,Sherman County,Kansas,5917,2.163284
20183,Smith County,Kansas,3583,1.544901
20185,Stafford County,Kansas,4156,2.025944
20187,Stanton County,Kansas,2006,1.138412
20189,Stevens County,Kansas,5485,2.911984
20191,Sumner County,Kansas,22836,7.461698
20193,Thomas County,Kansas,7777,2.794040
20195,Trego County,Kansas,2803,1.216724
20197,Wabaunsee County,Kansas,6931,3.368945
20199,Wallace County,Kansas,1518,0.641495
20201,Washington County,Kansas,5406,2.332768
20203,Wichita County,Kansas,2119,1.138587
20205,Wilson County,Kansas,8525,5.770341
20207,Woodson County,Kansas,3138,2.433795
20209,Wyandotte County,Kansas,165429,421.212267
21001,Adair County,Kentucky,19202,18.293002
21003,Allen County,Kentucky,21315,23.900078
21005,Anderson County,Kentucky,22747,43.452418
21007,Ballard County,Kentucky,7888,12.336808
21009,Barren County,Kentucky,44249,35.039362
21011,Bath County,Kentucky,12500,17.311067
21013,Bell County,Kentucky,26032,27.992409
21015,Boone County,Kentucky,133581,209.416158
21017,Bourbon County,Kentucky,19788,26.368553
21019,Boyd County,Kentucky,46718,112.830664
21021,Boyle County,Kentucky,30060,64.353992
21023,Bracken County,Kentucky,8303,15.814229
21025,Breathitt County,Kentucky,12630,9.903143
21027,Breckinridge County,Kentucky,20477,13.875277
21029,Bullitt County,Kentucky,81676,106.168309
21031,Butler County,Kentucky,12879,11.670285
21033,Caldwell County,Kentucky,12747,14.274324
21035,Calloway County,Kentucky,39001,39.109589
21037,Campbell County,Kentucky,93584,238.755212
21039,Carlisle County,Kentucky,4760,9.701471
21041,Carroll County,Kentucky,10631,31.925322
21043,Carter County,Kentucky,26797,25.266193
21045,Casey County,Kentucky,16159,14.044314
21047,Christian County,Kentucky,70461,37.916080
21049,Clark County,Kentucky,36263,55.453455
21051,Clay County,Kentucky,19901,16.373058
21053,Clinton County,Kentucky,10218,20.000972
21055,Crittenden County,Kentucky,8806,9.445453
21057,Cumberland County,Kentucky,6614,8.367352
21059,Daviess County,Kentucky,101511,85.502546
21061,Edmonson County,Kentucky,12150,15.488198
21063,Elliott County,Kentucky,7517,12.386253
21065,Estill County,Kentucky,14106,21.519125
21067,Fayette County,Kentucky,323152,439.892408
21069,Fleming County,Kentucky,14581,16.152167
21071,Floyd County,Kentucky,35589,34.939061
21073,Franklin County,Kentucky,50991,94.724995
21075,Fulton County,Kentucky,5969,11.191329
21077,Gallatin County,Kentucky,8869,34.821239
21079,Garrard County,Kentucky,17666,29.643297
21081,Grant County,Kentucky,25069,37.519316
21083,Graves County,Kentucky,37266,26.077591
21085,Grayson County,Kentucky,26427,20.409992
21087,Green County,Kentucky,10941,14.767902
21089,Greenup County,Kentucky,35098,39.340774
21091,Hancock County,Kentucky,8722,17.943840
21093,Hardin County,Kentucky,110958,68.722951
21095,Harlan County,Kentucky,26010,21.558296
21097,Harrison County,Kentucky,18886,23.797790
21099,Hart County,Kentucky,19035,17.814193
21101,Henderson County,Kentucky,45210,39.990808
21103,Henry County,Kentucky,16126,21.747801
21105,Hickman County,Kentucky,4380,6.980213
21107,Hopkins County,Kentucky,44686,31.828905
21109,Jackson County,Kentucky,13329,14.908539
21111,Jefferson County,Kentucky,766757,777.667185
21113,Jessamine County,Kentucky,54115,121.359814
21115,Johnson County,Kentucky,22188,32.702267
21117,Kenton County,Kentucky,166998,402.282771
21119,Knott County,Kentucky,14806,16.262685
21121,Knox County,Kentucky,31145,31.128715
21123,Larue County,Kentucky,14398,21.254214
21125,Laurel County,Kentucky,60813,54.103029
21127,Lawrence County,Kentucky,15317,14.230001
21129,Lee County,Kentucky,7403,13.685384
21131,Leslie County,Kentucky,9877,9.513526
21133,Letcher County,Kentucky,21553,24.625370
21135,Lewis County,Kentucky,13275,10.615341
21137,Lincoln County,Kentucky,24549,28.477134
21139,Livingston County,Kentucky,9194,11.336633
21141,Logan County,Kentucky,27102,18.949479
21143,Lyon County,Kentucky,8210,14.823545
21145,McCracken County,Kentucky,65418,101.542201
21147,McCreary County,Kentucky,17231,15.587787
21149,McLean County,Kentucky,9207,14.077158
21151,Madison County,Kentucky,92987,82.091080
21153,Magoffin County,Kentucky,12161,15.222815
21155,Marion County,Kentucky,19273,21.692501
21157,Marshall County,Kentucky,31100,39.857661
21159,Martin County,Kentucky,11195,18.824339
21161,Mason County,Kentucky,17070,27.447081
21163,Meade County,Kentucky,28572,36.119271
21165,Menifee County,Kentucky,6489,12.306480
21167,Mercer County,Kentucky,21933,34.001179
21169,Metcalfe County,Kentucky,10071,13.424738
21171,Monroe County,Kentucky,10650,12.482115
21173,Montgomery County,Kentucky,28157,55.087472
21175,Morgan County,Kentucky,13309,13.482736
21177,Muhlenberg County,Kentucky,30622,25.297999
21179,Nelson County,Kentucky,46233,42.754694
21181,Nicholas County,Kentucky,7269,14.380806
21183,Ohio County,Kentucky,23994,15.774527
21185,Oldham County,Kentucky,66799,137.744808
21187,Owen County,Kentucky,10901,11.987482
21189,Owsley County,Kentucky,4415,8.635142
21191,Pendleton County,Kentucky,14590,20.324965
21193,Perry County,Kentucky,25758,29.276848
21195,Pike County,Kentucky,57876,28.403700
21197,Powell County,Kentucky,12359,26.661142
21199,Pulaski County,Kentucky,64979,38.104700
21201,Robertson County,Kentucky,2108,8.145444
21203,Rockcastle County,Kentucky,16695,20.363385
21205,Rowan County,Kentucky,24460,33.748640
21207,Russell County,Kentucky,17923,27.277549
21209,Scott County,Kentucky,57004,78.112477
21211,Shelby County,Kentucky,49024,49.842732
21213,Simpson County,Kentucky,18572,30.617098
21215,Spencer County,Kentucky,19351,40.013881
21217,Taylor County,Kentucky,25769,37.352283
21219,Todd County,Kentucky,12294,12.674791
21221,Trigg County,Kentucky,14651,12.810891
21223,Trimble County,Kentucky,8471,21.567524
21225,Union County,Kentucky,14381,16.194951
21227,Warren County,Kentucky,132896,94.718833
21229,Washington County,Kentucky,12095,15.724974
21231,Wayne County,Kentucky,20333,17.134204
21233,Webster County,Kentucky,12942,15.046526
21235,Whitley County,Kentucky,36264,31.979500
21237,Wolfe County,Kentucky,7157,12.437891
21239,Woodford County,Kentucky,26734,54.294847
22001,Acadia Parish,Louisiana,62045,36.564150
22003,Allen Parish,Louisiana,25627,12.988298
22005,Ascension Parish,Louisiana,126604,168.527623
22007,Assumption Parish,Louisiana,21891,24.960378
22009,Avoyelles Parish,Louisiana,40144,18.628650
22011,Beauregard Parish,Louisiana,37497,12.509194
22013,Bienville Parish,Louisiana,13241,6.301615
22015,Bossier Parish,Louisiana,127039,58.371706
22017,Caddo Parish,Louisiana,240204,105.530474
22019,Calcasieu Parish,Louisiana,203436,73.802011
22021,Caldwell Parish,Louisiana,9918,7.232916
22023,Cameron Parish,Louisiana,6973,2.095381
22025,Catahoula Parish,Louisiana,9494,5.177276
22027,Claiborne Parish,Louisiana,15670,8.014831
22029,Concordia Parish,Louisiana,19259,10.668788
22031,De Soto Parish,Louisiana,27463,12.098902
22033,East Baton Rouge Parish,Louisiana,440059,373.142942
22035,East Carroll Parish,Louisiana,6861,6.296641
22037,East Feliciana Parish,Louisiana,19135,16.294713
22039,Evangeline Parish,Louisiana,33395,19.465968
22041,Franklin Parish,Louisiana,20015,12.372751
22043,Grant Parish,Louisiana,22389,13.443377
22045,Iberia Parish,Louisiana,69830,46.963645
22047,Iberville Parish,Louisiana,32511,20.290922
22049,Jackson Parish,Louisiana,15744,10.679720
22051,Jefferson Parish,Louisiana,432493,564.795201
22053,Jefferson Davis Parish,Louisiana,31368,18.593674
22055,Lafayette Parish,Louisiana,244390,351.114697
22057,Lafourche Parish,Louisiana,97614,35.277530
22059,LaSalle Parish,Louisiana,14892,9.204380
22061,Lincoln Parish,Louisiana,46742,38.256479
22063,Livingston Parish,Louisiana,140789,83.865320
22065,Madison Parish,Louisiana,10951,6.771579
22067,Morehouse Parish,Louisiana,24874,12.081443
22069,Natchitoches Parish,Louisiana,38158,11.764899
22071,Orleans Parish,Louisiana,390144,889.074516
22073,Ouachita Parish,Louisiana,153279,96.955532
22075,Plaquemines Parish,Louisiana,23197,11.477606
22077,Pointe Coupee Parish,Louisiana,21730,15.056912
22079,Rapides Parish,Louisiana,129648,37.912364
22081,Red River Parish,Louisiana,8442,8.377136
22083,Richland Parish,Louisiana,20122,13.980124
22085,Sabine Parish,Louisiana,23884,10.640475
22087,St. Bernard Parish,Louisiana,47244,48.319010
22089,St. Charles Parish,Louisiana,53100,73.816225
22091,St. Helena Parish,Louisiana,10132,9.578618
22093,St. James Parish,Louisiana,21096,33.721539
22095,St. John the Baptist Parish,Louisiana,42837,77.171809
22097,St. Landry Parish,Louisiana,82124,34.319536
22099,St. Martin Parish,Louisiana,53431,27.983403
22101,St. Mary Parish,Louisiana,49348,34.294458
22103,St. Tammany Parish,Louisiana,260419,118.819504
22105,Tangipahoa Parish,Louisiana,134758,65.752028
22107,Tensas Parish,Louisiana,4334,2.776062
22109,Terrebonne Parish,Louisiana,110461,34.679055
22111,Union Parish,Louisiana,22108,9.733376
22113,Vermilion Parish,Louisiana,59511,19.584975
22115,Vernon Parish,Louisiana,47429,13.790344
22117,Washington Parish,Louisiana,46194,26.638999
22119,Webster Parish,Louisiana,38340,24.955461
22121,West Baton Rouge Parish,Louisiana,26465,53.111228
22123,West Carroll Parish,Louisiana,10830,11.626676
22125,West Feliciana Parish,Louisiana,15568,14.903456
22127,Winn Parish,Louisiana,13904,5.650397
23001,Androscoggin County,Maine,108277,89.340686
23003,Aroostook County,Maine,67055,3.880840
23005,Cumberland County,Maine,295003,136.295324
23007,Franklin County,Maine,30199,6.870812
23009,Hancock County,Maine,54987,13.376774
23011,Kennebec County,Maine,122302,54.435437
23013,Knox County,Maine,39772,42.056301
23015,Lincoln County,Maine,34634,29.333720
23017,Oxford County,Maine,57975,10.777603
23019,Penobscot County,Maine,152148,17.292122
23021,Piscataquis County,Maine,16785,1.636121
23023,Sagadahoc County,Maine,35856,54.510448
23025,Somerset County,Maine,50484,4.966926
23027,Waldo County,Maine,39715,21.006388
23029,Washington County,Maine,31379,4.727609
23031,York County,Maine,207641,80.894457
24001,Allegany County,Maryland,70416,64.397542
24003,Anne Arundel County,Maryland,579234,539.179867
24005,Baltimore County,Maryland,827370,533.876835
24009,Calvert County,Maryland,92525,167.568537
24011,Caroline County,Maryland,33406,40.377095
24013,Carroll County,Maryland,168447,145.294969
24015,Cecil County,Maryland,102855,114.683775
24017,Charles County,Maryland,163257,137.688371
24019,Dorchester County,Maryland,31929,22.797461
24021,Frederick County,Maryland,259547,151.728105
24023,Garrett County,Maryland,29014,17.258913
24025,Harford County,Maryland,255441,225.627740
24027,Howard County,Maryland,325690,501.104778
24029,Kent County,Maryland,19422,27.068369
24031,Montgomery County,Maryland,1050688,822.739875
24033,Prince George's County,Maryland,909327,727.425693
24035,Queen Anne's County,Maryland,50381,52.335439
24037,St. Mary's County,Maryland,113510,122.185416
24039,Somerset County,Maryland,25616,30.931770
24041,Talbot County,Maryland,37181,53.454524
24043,Washington County,Maryland,151049,127.401744
24045,Wicomico County,Maryland,103609,106.841901
24047,Worcester County,Maryland,52276,43.101363
24510,Baltimore city,Maryland,593490,2830.871761
25001,Barnstable County,Massachusetts,212990,208.599312
25003,Berkshire County,Massachusetts,124944,52.047077
25005,Bristol County,Massachusetts,565217,394.556672
25007,Dukes County,Massachusetts,17332,64.840868
25009,Essex County,Massachusetts,789034,618.606313
25011,Franklin County,Massachusetts,70180,38.752520
25013,Hampden County,Massachusetts,466372,291.847910
25015,Hampshire County,Massachusetts,160830,117.778743
25017,Middlesex County,Massachusetts,1611699,760.882482
